,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
5630,3,3,3,3,3,3,3,3
5631,1,1,1,1,1,1,1,1
5632,2,2,2,2,2,2,2,2
5633,4,4,4,4,4,4,4,4
5634,7,4,4,7,7,4,4,4
5635,7,7,7,7,7,7,7,4
5636,8,8,8,8,8,8,8,8
5637,4,4,4,4,4,4,4,4
5638,4,4,4,4,4,4,2,4
5639,4,4,4,4,4,4,4,4
5640,5,5,5,5,5,5,5,5
5641,1,1,1,1,1,1,1,1
5642,3,3,3,3,3,3,3,3
5643,0,0,0,0,0,0,0,0
5644,1,1,1,1,1,1,1,1
5645,6,6,6,6,6,6,6,6
5646,1,1,1,1,1,1,1,1
5647,8,8,8,8,8,8,8,8
5648,4,3,4,4,4,4,3,3
5649,3,3,3,3,3,3,3,3
5650,9,9,9,9,9,9,9,9
5651,5,5,5,5,5,5,5,5
5652,9,9,9,9,9,9,9,9
5653,4,4,4,4,4,4,4,4
5654,3,3,3,3,3,3,3,3
5655,7,7,7,7,7,7,7,7
5656,5,5,5,5,5,5,5,5
5657,5,5,5,5,5,5,5,5
5658,6,6,6,6,6,6,6,6
5659,0,0,0,0,0,0,0,0
5660,3,3,3,3,3,3,3,3
5661,4,4,4,4,4,4,4,4
5662,7,7,7,7,7,7,7,7
5663,3,3,3,3,3,3,3,3
5664,2,2,2,2,2,2,2,2
5665,5,5,5,5,5,5,5,5
5666,0,0,0,0,0,0,8,0
5667,9,9,9,9,9,9,9,9
5668,1,1,1,1,1,1,1,1
5669,7,7,7,7,7,7,7,7
5670,6,6,6,6,6,6,6,6
5671,1,1,1,1,1,1,1,1
5672,6,6,6,6,6,6,6,6
5673,5,5,5,5,5,5,5,5
5674,6,6,6,6,6,6,2,6
5675,2,2,2,2,2,2,2,2
5676,9,9,9,9,9,9,9,9
5677,4,4,4,4,4,4,4,4
5678,9,9,9,9,9,9,9,9
5679,8,8,8,8,8,8,8,8
5680,4,4,4,4,4,4,4,4
5681,6,6,6,6,6,6,6,6
5682,3,3,2,3,3,3,3,2
5683,7,7,7,7,7,7,7,7
5684,4,4,4,4,4,4,5,5
5685,5,5,5,5,5,5,5,5
5686,1,1,1,1,1,1,1,1
5687,5,5,5,5,5,5,5,5
5688,6,6,6,6,6,6,6,6
5689,4,4,4,4,4,4,4,4
5690,1,1,1,1,1,1,1,1
5691,5,5,5,5,5,5,5,5
5692,3,3,3,3,3,3,3,3
5693,4,4,4,4,4,4,4,4
5694,5,5,5,5,5,5,5,5
5695,5,5,5,5,5,5,5,5
5696,5,3,3,5,5,3,3,3
5697,3,3,3,3,3,3,3,3
5698,5,5,5,5,5,5,7,5
5699,0,0,0,0,0,0,0,0
5700,1,1,1,1,1,1,1,1
5701,2,2,2,2,2,2,2,2
5702,4,4,4,4,4,4,4,4
5703,4,4,4,4,4,4,4,4
5704,6,6,6,6,6,6,6,6
5705,5,5,5,5,5,5,5,5
5706,8,8,8,8,8,8,8,8
5707,4,4,4,4,4,4,4,4
5708,0,0,0,0,0,0,0,0
5709,6,6,6,6,6,6,6,6
5710,3,3,3,3,3,3,3,3
5711,0,0,0,0,0,0,0,0
5712,1,1,1,1,1,1,1,1
5713,7,7,7,7,7,7,7,7
5714,5,5,5,5,5,5,5,5
5715,6,6,6,6,6,6,6,6
5716,9,9,9,9,9,9,9,9
5717,4,4,4,4,4,4,4,4
5718,0,0,0,0,0,0,0,0
5719,3,3,3,3,3,3,3,3
5720,4,4,4,4,4,4,4,4
5721,6,6,6,6,6,6,6,6
5722,7,7,7,7,7,7,7,7
5723,8,8,8,8,8,8,8,8
5724,0,0,0,0,0,0,0,0
5725,8,8,8,8,8,8,8,8
5726,1,1,1,1,1,1,1,1
5727,5,5,5,5,5,5,4,4
5728,2,2,2,2,2,2,2,2
5729,5,5,5,5,5,5,5,5
5730,1,1,1,1,1,1,1,1
5731,1,1,1,1,1,1,1,1
5732,2,7,2,2,2,2,3,3
5733,1,1,1,1,1,1,1,1
5734,6,6,6,6,6,6,6,6
5735,2,2,2,2,2,2,2,4
5736,2,2,2,2,2,2,2,2
5737,3,3,5,3,3,3,3,3
5738,4,4,4,4,4,4,4,4
5739,9,9,9,9,9,9,9,9
5740,2,2,2,2,2,2,2,2
5741,0,0,0,0,0,0,0,0
5742,5,5,5,5,5,5,5,5
5743,8,8,8,8,8,8,8,8
5744,9,9,9,9,9,9,9,9
5745,7,7,7,7,7,7,7,7
5746,0,0,0,0,0,0,3,3
5747,0,0,0,0,0,0,9,9
5748,8,8,8,8,8,8,8,8
5749,7,7,7,7,7,7,7,7
5750,5,5,5,5,5,5,5,5
5751,7,7,7,7,7,7,7,7
5752,3,3,3,3,3,3,3,3
5753,0,0,0,0,0,0,0,0
5754,7,7,7,7,7,7,7,7
5755,4,4,4,4,4,4,2,2
5756,2,2,2,2,2,2,2,2
5757,3,3,3,3,3,3,3,3
5758,1,1,1,1,1,1,1,1
5759,9,9,9,9,9,9,9,9
5760,5,5,5,5,5,5,5,5
5761,8,8,8,8,8,8,8,8
5762,6,6,6,6,6,6,6,6
5763,7,7,7,7,7,7,7,7
5764,8,8,8,8,8,8,8,8
5765,8,8,8,8,8,8,8,8
5766,2,2,2,2,2,2,2,2
5767,4,4,4,4,4,4,3,3
5768,7,7,7,7,7,7,7,7
5769,5,5,5,5,5,5,5,5
5770,4,4,4,4,4,4,4,4
5771,9,9,9,9,9,9,9,9
5772,3,3,3,3,3,3,3,3
5773,7,7,7,7,7,7,7,7
5774,6,6,6,6,6,6,6,6
5775,1,1,1,1,1,1,1,1
5776,0,0,0,0,0,0,0,0
5777,7,7,7,7,7,7,7,7
5778,6,6,6,6,6,6,6,6
5779,2,2,2,2,2,2,2,2
5780,1,1,1,1,1,1,1,1
5781,8,8,8,8,8,8,0,8
5782,9,9,9,9,9,9,9,9
5783,9,9,9,9,9,9,9,9
5784,8,8,8,8,8,8,8,8
5785,5,5,5,5,5,5,5,5
5786,6,6,6,6,6,6,6,6
5787,2,2,2,2,2,2,2,2
5788,8,8,8,8,8,8,8,8
5789,1,1,1,1,1,1,1,1
5790,1,1,1,1,1,1,1,1
5791,9,9,9,9,9,9,9,9
5792,3,4,3,3,3,4,4,4
5793,2,2,2,2,2,2,2,2
5794,3,5,3,3,3,5,5,5
5795,0,0,0,0,0,0,0,0
5796,5,5,5,5,5,5,4,4
5797,7,7,7,7,7,7,5,5
5798,3,3,3,3,3,3,3,3
5799,4,4,4,4,4,4,4,4
5800,0,0,0,0,0,0,0,0
5801,1,1,1,1,1,1,1,1
5802,3,3,3,3,3,3,4,4
5803,1,1,1,1,1,1,1,1
5804,4,4,4,4,4,4,4,4
5805,5,5,5,5,5,5,5,5
5806,9,9,9,9,9,9,9,9
5807,2,2,2,2,2,2,2,2
5808,2,2,2,2,2,2,2,2
5809,5,5,5,5,5,5,5,5
5810,9,9,9,9,9,9,9,9
5811,5,5,5,5,5,5,5,5
5812,7,7,7,7,7,7,7,7
5813,0,0,0,0,0,0,0,0
5814,9,9,9,9,9,9,9,9
5815,6,6,6,6,6,6,6,6
5816,6,6,6,6,6,6,6,6
5817,0,0,0,0,0,0,0,0
5818,8,8,8,8,8,8,8,8
5819,3,3,3,3,3,3,3,3
5820,9,9,9,9,9,9,9,9
5821,7,7,7,7,7,7,7,7
5822,5,5,5,5,5,5,5,5
5823,2,2,2,2,2,2,2,2
5824,5,5,5,5,5,5,5,5
5825,0,0,0,0,0,0,0,0
5826,4,4,4,4,4,4,4,4
5827,1,1,1,1,1,1,1,1
5828,1,1,1,1,1,1,1,1
5829,9,9,9,9,9,9,9,9
5830,7,7,7,7,7,7,7,7
5831,7,7,7,7,7,7,7,7
5832,3,2,3,3,3,2,2,2
5833,3,3,3,3,3,3,3,3
5834,6,6,6,6,6,6,6,6
5835,1,1,1,1,1,1,1,1
5836,6,6,6,6,6,6,6,6
5837,5,5,5,5,5,5,5,5
5838,3,3,3,3,3,3,3,3
5839,5,7,5,5,5,5,5,5
5840,1,1,1,1,1,1,1,1
5841,3,3,3,3,3,3,3,3
5842,9,9,9,9,9,9,9,9
5843,9,9,9,9,9,9,9,9
5844,4,4,4,4,4,4,4,4
5845,4,4,4,4,4,4,4,4
5846,2,2,2,2,2,2,3,3
5847,8,8,8,8,8,8,8,8
5848,0,0,0,0,0,0,0,0
5849,8,8,8,8,8,8,8,8
5850,7,7,7,7,7,7,7,7
5851,2,2,2,2,2,2,2,2
5852,3,3,3,3,3,3,3,3
5853,6,6,6,6,6,6,6,6
5854,7,7,7,7,7,7,7,7
5855,8,8,8,8,8,8,8,8
5856,6,0,6,6,6,6,0,3
5857,6,6,6,6,6,6,6,6
5858,9,9,9,9,9,9,9,9
5859,8,8,8,8,8,8,8,8
5860,7,7,7,7,7,7,7,7
5861,4,4,4,4,4,4,4,7
5862,2,2,2,2,2,2,4,4
5863,2,2,2,2,2,2,2,2
5864,5,5,5,5,5,5,5,5
5865,2,2,2,2,2,2,2,3
5866,0,0,0,0,0,0,0,0
5867,7,7,7,7,7,7,5,5
5868,0,0,0,0,0,0,0,0
5869,8,8,8,8,8,8,8,8
5870,5,5,5,5,5,5,5,5
5871,1,1,1,1,1,1,1,1
5872,0,0,0,0,0,0,0,0
5873,8,8,8,8,8,8,8,8
5874,4,4,4,4,4,4,4,4
5875,3,3,3,3,3,3,3,3
5876,5,5,5,5,5,5,5,5
5877,6,6,6,6,6,6,6,6
5878,7,8,7,7,7,7,8,8
5879,1,1,1,1,1,1,1,1
5880,9,9,9,9,9,9,9,9
5881,1,1,1,1,1,1,1,1
5882,0,0,0,0,0,0,0,0
5883,8,8,8,8,8,8,8,8
5884,9,9,9,9,9,9,9,9
5885,1,1,1,1,1,1,1,1
5886,3,3,3,3,3,3,3,3
5887,2,2,2,2,2,2,2,2
5888,6,6,6,6,6,6,6,6
5889,8,8,8,8,8,8,8,8
5890,8,8,8,8,8,8,8,8
5891,6,6,6,6,6,6,6,6
5892,3,3,3,3,3,3,3,3
5893,4,4,4,4,4,4,4,4
5894,6,6,6,6,6,6,6,6
5895,4,4,4,4,4,4,4,4
5896,4,4,4,4,4,4,4,6
5897,9,9,9,9,9,9,9,9
5898,5,5,5,5,5,5,5,5
5899,9,9,9,9,9,9,9,9
5900,7,7,7,7,7,7,7,7
5901,0,0,0,0,0,0,0,0
5902,2,2,2,2,2,2,2,2
5903,2,2,2,2,2,2,2,2
5904,7,0,7,7,7,3,3,3
5905,7,7,7,7,7,7,7,7
5906,1,1,1,1,1,1,1,1
5907,5,5,5,5,5,5,5,5
5908,8,8,8,8,8,8,8,8
5909,2,2,2,2,2,2,2,2
5910,3,3,3,3,3,3,3,3
5911,0,0,0,0,0,0,0,0
5912,7,7,7,7,7,7,7,7
5913,4,4,4,4,4,4,4,4
5914,9,9,9,9,9,9,9,9
5915,2,2,2,2,2,2,2,2
5916,1,1,1,1,1,1,1,1
5917,9,9,9,9,9,9,9,9
5918,6,6,6,6,6,6,6,6
5919,9,9,9,9,9,9,9,9
5920,1,1,1,1,1,1,1,1
5921,9,9,9,9,9,9,9,9
5922,4,4,4,4,4,4,6,3
5923,4,4,4,4,4,4,4,4
5924,3,3,3,3,3,3,3,3
5925,4,4,4,4,4,4,4,4
5926,6,6,6,6,6,6,6,6
5927,0,0,0,0,0,0,0,0
5928,4,4,4,4,4,4,4,4
5929,1,1,1,1,1,1,1,1
5930,1,1,1,1,1,1,1,1
5931,0,8,0,0,0,0,0,0
5932,7,7,7,7,7,7,7,7
5933,3,3,3,3,3,3,3,3
5934,2,2,2,2,2,2,2,2
5935,4,5,4,4,4,3,3,3
5936,9,9,9,9,9,9,9,9
5937,2,2,2,2,2,2,3,3
5938,2,2,2,2,2,2,2,2
5939,1,1,1,1,1,1,1,1
5940,9,9,9,9,9,9,9,9
5941,4,4,4,4,4,4,4,4
5942,7,7,7,7,7,7,7,7
5943,9,1,9,9,9,9,1,1
5944,2,2,2,2,2,2,2,2
5945,2,2,2,2,2,2,2,2
5946,4,4,4,4,4,4,7,7
5947,0,0,0,0,0,0,0,0
5948,1,1,1,1,1,1,9,1
5949,2,2,2,2,2,2,6,4
5950,5,5,5,5,5,5,5,5
5951,1,1,1,1,1,1,1,1
5952,8,8,8,8,8,8,8,8
5953,0,0,0,0,0,0,0,0
5954,8,8,8,8,8,8,8,8
5955,1,1,1,1,1,1,1,1
5956,5,5,5,5,5,5,3,5
5957,2,2,2,2,2,2,2,2
5958,9,9,9,9,9,9,9,9
5959,3,3,3,3,3,3,3,3
5960,9,9,9,9,9,9,9,9
5961,6,6,6,6,6,6,6,6
5962,9,9,9,9,9,9,9,9
5963,7,7,7,7,7,7,7,7
5964,6,6,6,6,6,3,3,3
5965,0,0,0,0,0,0,0,0
5966,1,1,1,1,1,1,1,1
5967,8,8,8,8,8,8,8,8
5968,6,6,6,6,6,6,6,6
5969,8,8,8,8,8,8,8,8
5970,1,1,1,1,1,1,1,1
5971,4,4,4,4,4,4,3,3
5972,2,2,2,2,2,2,4,4
5973,2,2,2,2,2,2,2,2
5974,5,5,5,5,5,5,5,5
5975,2,2,2,2,2,2,2,2
5976,7,7,7,7,7,7,7,7
5977,3,3,3,3,3,3,3,3
5978,1,9,9,1,1,9,9,9
5979,7,7,7,7,7,7,7,7
5980,1,1,1,1,1,1,1,1
5981,5,5,5,5,5,5,5,5
5982,3,3,3,3,3,3,3,3
5983,4,4,4,4,4,4,4,4
5984,9,9,9,9,9,9,9,9
5985,5,5,5,5,5,5,5,5
5986,0,0,0,0,0,0,0,0
5987,5,3,3,5,5,3,3,3
5988,6,6,6,6,6,6,6,6
5989,7,7,7,7,7,7,7,7
5990,7,7,7,7,7,7,7,7
5991,1,1,1,1,1,1,1,1
5992,6,4,6,6,6,6,4,4
5993,2,2,2,2,2,2,2,2
5994,2,2,2,2,2,2,4,4
5995,5,5,5,5,5,5,5,5
5996,8,8,8,8,8,8,8,8
5997,8,8,8,8,8,8,8,8
5998,5,5,5,5,5,5,5,5
5999,8,8,8,8,8,8,8,8
6000,4,4,4,4,4,4,4,4
6001,6,6,6,6,6,6,6,6
6002,7,7,7,7,7,7,7,7
6003,5,5,5,5,5,5,5,3
6004,6,6,6,6,6,6,6,6
6005,9,9,9,9,9,9,9,9
6006,0,0,0,0,0,0,0,0
6007,2,2,2,2,2,2,2,2
6008,0,0,0,0,0,0,0,0
6009,7,7,7,7,7,7,7,7
6010,6,6,6,6,6,6,6,6
6011,4,4,4,4,4,4,4,4
6012,6,6,6,6,6,6,6,6
6013,3,7,3,3,3,3,3,3
6014,8,8,8,8,8,8,8,8
6015,5,5,5,5,5,5,5,5
6016,2,2,2,2,2,2,2,2
6017,2,2,2,2,2,2,2,0
6018,1,1,1,1,1,1,1,1
6019,5,5,5,5,5,5,7,5
6020,6,6,6,6,6,6,6,6
6021,2,4,4,2,2,4,4,4
6022,1,1,1,1,1,1,1,1
6023,2,2,2,2,2,2,2,2
6024,5,5,5,5,5,5,5,5
6025,9,9,9,9,9,9,9,9
6026,0,0,0,0,0,0,0,0
6027,4,4,4,4,4,4,4,4
6028,8,8,8,8,8,8,8,8
6029,0,0,0,0,0,0,0,0
6030,6,6,6,6,6,6,6,6
6031,0,0,0,0,0,0,0,0
6032,9,9,9,9,9,9,9,9
6033,7,4,7,7,7,7,4,4
6034,4,4,4,4,4,4,4,4
6035,5,5,5,5,5,5,5,5
6036,2,2,2,2,2,2,2,2
6037,8,8,8,8,8,8,8,8
6038,5,5,5,5,5,5,3,3
6039,9,9,9,9,9,9,9,9
6040,6,6,6,6,6,6,6,6
6041,3,4,3,3,3,4,4,4
6042,1,1,1,1,1,1,1,1
6043,5,5,5,5,5,5,5,5
6044,9,9,9,9,9,9,9,9
6045,0,0,0,0,0,0,0,0
6046,7,7,7,7,7,7,7,7
6047,6,6,6,6,6,6,6,6
6048,5,5,5,5,5,5,5,5
6049,1,1,1,1,1,1,1,1
6050,3,3,3,3,3,3,3,3
6051,1,1,1,1,1,1,1,1
6052,4,4,4,4,4,4,4,4
6053,9,9,9,9,9,9,9,9
6054,8,8,8,8,8,8,8,8
6055,0,0,0,0,0,0,0,0
6056,1,1,1,1,1,1,1,1
6057,0,0,0,0,0,0,0,0
6058,2,2,2,2,2,2,2,2
6059,1,1,1,1,1,1,1,1
6060,4,4,4,4,4,4,4,4
6061,5,5,5,5,5,5,4,4
6062,9,9,9,9,9,9,9,9
6063,6,6,6,6,6,6,6,6
6064,6,6,6,6,6,6,6,6
6065,7,7,7,7,7,7,7,7
6066,7,7,7,7,7,7,7,7
6067,0,0,0,0,0,0,0,0
6068,7,7,7,7,7,7,7,7
6069,7,7,7,7,7,7,7,7
6070,7,7,7,7,7,7,3,3
6071,7,7,7,7,7,7,7,7
6072,1,1,1,1,1,1,1,1
6073,0,0,0,0,0,0,0,0
6074,9,9,9,9,9,9,9,9
6075,6,6,6,6,6,6,6,6
6076,7,7,7,7,7,7,7,7
6077,6,6,6,6,6,6,3,6
6078,1,6,1,1,1,1,0,1
6079,7,9,7,7,7,7,0,0
6080,6,6,6,6,6,6,6,6
6081,7,4,7,7,7,4,4,4
6082,2,2,2,2,2,2,2,2
6083,3,6,3,3,3,3,6,3
6084,5,5,5,5,5,5,5,5
6085,4,4,4,4,4,4,4,4
6086,6,6,6,6,6,6,6,6
6087,1,1,1,1,1,1,1,1
6088,4,4,4,4,4,4,4,4
6089,0,0,0,0,0,0,0,0
6090,1,1,1,1,1,1,1,1
6091,2,2,2,2,2,2,2,2
6092,8,8,8,8,8,8,8,8
6093,8,8,8,8,8,8,8,8
6094,8,8,8,8,8,8,8,8
6095,4,4,4,4,4,4,4,6
6096,8,8,8,8,8,8,8,8
6097,2,2,2,2,2,2,2,2
6098,9,9,9,9,9,9,0,3
6099,8,8,8,8,8,8,8,8
6100,8,8,8,8,8,8,8,8
6101,3,3,3,3,3,3,3,3
6102,5,5,5,5,5,5,5,5
6103,3,3,3,3,3,3,3,3
6104,3,3,3,3,3,3,3,3
6105,5,5,5,5,5,5,5,5
6106,0,0,0,0,0,0,0,0
6107,6,6,6,6,6,6,6,6
6108,5,5,5,5,5,5,5,5
6109,0,0,0,0,0,0,0,0
6110,4,4,4,4,4,4,4,4
6111,8,8,8,8,8,8,0,8
6112,9,9,9,9,9,9,9,9
6113,1,1,1,1,1,1,1,1
6114,8,8,8,8,8,8,8,8
6115,7,7,7,7,7,7,3,7
6116,2,2,2,2,2,2,6,6
6117,4,4,4,4,4,4,4,4
6118,5,5,5,5,5,5,5,5
6119,1,1,1,1,1,1,1,1
6120,0,0,0,0,0,0,6,6
6121,7,7,7,7,7,7,7,3
6122,3,3,3,3,3,3,3,3
6123,9,9,9,9,9,9,9,9
6124,1,1,1,1,1,1,1,1
6125,4,4,4,4,4,4,4,4
6126,8,8,8,8,8,8,8,8
6127,7,7,7,7,7,7,7,7
6128,2,2,2,2,2,2,2,2
6129,7,7,7,7,7,7,7,7
6130,5,5,5,5,5,5,5,5
6131,5,5,5,5,5,5,5,5
6132,6,6,6,6,6,6,6,6
6133,4,4,4,4,4,4,4,4
6134,0,0,0,0,0,0,0,0
6135,3,3,3,3,3,3,3,3
6136,3,3,3,3,3,3,3,3
6137,5,5,5,5,5,5,5,5
6138,9,9,9,9,9,9,9,9
6139,2,2,2,2,2,2,2,2
6140,7,4,7,7,7,7,7,7
6141,7,7,7,7,7,7,7,7
6142,7,7,7,7,7,7,7,7
6143,1,1,1,1,1,1,1,1
6144,7,7,7,7,7,7,7,5
6145,1,1,1,1,1,1,1,1
6146,8,8,8,8,8,8,8,8
6147,1,1,1,1,1,1,1,1
6148,3,3,3,3,3,3,3,3
6149,6,6,6,6,6,6,6,6
6150,7,7,7,7,7,7,7,7
6151,8,8,8,8,8,8,8,8
6152,4,4,3,4,4,4,3,3
6153,0,0,0,0,0,0,9,9
6154,4,4,4,4,4,4,4,4
6155,6,6,6,6,6,6,6,6
6156,4,4,4,4,4,4,4,4
6157,4,4,4,4,4,4,4,4
6158,6,6,6,6,6,6,6,6
6159,0,0,0,0,0,0,0,0
6160,1,1,1,1,1,1,1,1
6161,7,7,7,7,7,7,7,3
6162,1,1,1,1,1,1,1,1
6163,9,9,9,9,9,9,9,9
6164,7,7,7,7,7,7,7,7
6165,4,6,4,4,4,4,3,3
6166,5,5,5,5,5,5,5,5
6167,5,5,5,5,5,5,5,5
6168,5,5,5,5,5,5,5,5
6169,3,3,3,3,3,3,3,3
6170,4,4,4,4,4,4,4,4
6171,3,3,3,3,3,3,3,3
6172,6,6,6,6,6,6,6,6
6173,4,4,4,4,4,4,4,4
6174,0,0,0,0,0,0,0,0
6175,6,6,6,6,6,6,6,6
6176,2,2,2,2,2,2,2,2
6177,3,3,3,3,3,3,3,3
6178,7,7,7,7,7,7,7,7
6179,4,4,4,4,4,4,4,4
6180,2,2,2,2,2,2,2,2
6181,9,9,9,9,9,9,9,9
6182,7,7,7,7,7,7,7,7
6183,1,1,1,1,1,1,1,1
6184,5,5,5,5,5,5,5,5
6185,3,3,3,3,3,3,3,3
6186,6,6,6,6,6,6,6,6
6187,7,7,7,7,7,7,7,7
6188,2,2,2,2,2,2,2,2
6189,7,7,7,7,7,7,7,7
6190,1,1,1,1,1,1,1,1
6191,7,7,7,7,7,7,7,7
6192,3,5,3,3,3,5,5,5
6193,5,5,5,5,5,5,5,5
6194,4,4,4,4,4,4,4,4
6195,8,8,8,8,8,8,8,8
6196,4,7,7,4,4,7,7,7
6197,3,3,3,3,3,3,3,3
6198,3,3,3,3,3,3,3,3
6199,9,9,9,9,9,9,9,9
6200,5,3,5,5,5,5,3,3
6201,9,9,9,9,9,9,9,9
6202,2,2,2,2,2,2,2,2
6203,4,4,4,4,4,4,4,4
6204,8,8,8,8,8,8,8,8
6205,9,9,9,9,9,9,9,9
6206,8,8,8,8,8,8,8,8
6207,9,9,9,9,9,9,9,9
6208,0,7,0,0,0,0,7,3
6209,8,8,8,8,8,8,8,8
6210,2,2,2,2,2,2,2,2
6211,2,2,2,2,2,2,2,2
6212,2,2,2,2,2,2,2,2
6213,6,6,6,6,6,6,6,6
6214,9,9,9,9,9,9,9,9
6215,9,9,9,9,9,9,9,9
6216,5,2,5,5,5,5,3,3
6217,5,5,5,5,5,5,5,5
6218,6,6,6,6,6,6,6,6
6219,1,1,1,1,1,1,1,1
6220,8,8,8,8,8,8,8,8
6221,7,7,7,7,7,7,7,7
6222,7,7,7,7,7,7,7,7
6223,6,6,6,6,6,6,6,6
6224,1,1,1,1,1,1,1,1
6225,0,0,0,0,0,0,8,8
6226,9,9,9,9,9,9,9,9
6227,9,9,9,9,9,9,9,9
6228,9,9,9,9,9,9,9,9
6229,8,8,8,8,8,8,8,8
6230,3,4,5,3,3,5,4,4
6231,4,4,4,4,4,4,4,4
6232,4,4,4,4,4,4,4,4
6233,8,8,8,8,8,8,8,8
6234,4,5,4,4,4,4,4,5
6235,8,8,8,8,8,8,8,8
6236,9,9,9,9,9,9,1,9
6237,1,1,1,1,1,1,1,1
6238,3,3,3,3,3,3,3,3
6239,7,7,7,7,7,7,7,7
6240,2,2,2,2,2,2,2,2
6241,2,3,2,2,2,2,3,3
6242,8,8,8,8,8,8,8,8
6243,1,1,1,1,1,1,1,1
6244,5,5,5,5,5,5,5,5
6245,4,4,4,4,4,4,0,0
6246,3,6,3,3,3,3,3,3
6247,8,8,8,8,8,8,8,8
6248,9,9,9,9,9,9,1,1
6249,0,0,0,0,0,0,0,0
6250,0,0,0,0,0,0,3,0
6251,7,7,7,7,7,7,7,7
6252,1,1,1,1,1,1,1,1
6253,5,5,5,5,5,5,5,5
6254,7,7,7,7,7,7,7,3
6255,4,4,4,4,4,4,4,4
6256,1,1,1,1,1,1,1,1
6257,9,9,9,9,9,9,9,9
6258,5,5,5,5,5,5,5,5
6259,1,1,1,1,1,1,1,1
6260,4,4,4,4,4,4,4,4
6261,8,8,8,8,8,8,8,8
6262,4,4,4,4,4,4,4,4
6263,0,0,0,0,0,0,0,0
6264,5,5,5,5,5,5,5,5
6265,0,0,0,0,0,0,0,0
6266,1,1,1,1,1,1,1,1
6267,6,6,6,6,6,6,6,6
6268,5,5,3,5,5,5,3,3
6269,8,8,8,8,8,8,8,8
6270,2,2,2,2,2,2,2,2
6271,5,5,5,5,5,5,5,5
6272,6,6,6,6,6,6,6,6
6273,8,8,8,8,8,8,8,8
6274,0,0,0,0,0,0,0,0
6275,6,6,6,6,6,6,6,6
6276,9,9,9,9,9,9,9,9
6277,2,2,2,2,2,2,2,2
6278,6,6,6,6,6,6,6,6
6279,4,4,4,4,4,4,4,4
6280,4,9,4,4,4,4,7,3
6281,0,0,0,0,0,0,0,0
6282,1,1,1,1,1,1,1,1
6283,2,2,2,2,2,2,2,2
6284,5,5,5,5,5,5,5,5
6285,9,9,9,9,9,9,9,9
6286,0,0,0,0,0,0,0,0
6287,8,8,8,8,8,8,8,8
6288,6,6,6,6,6,6,6,6
6289,9,9,9,9,9,9,9,9
6290,0,0,0,0,0,0,0,0
6291,9,8,9,9,9,9,8,8
6292,8,8,8,8,8,8,8,8
6293,9,9,9,9,9,9,9,9
6294,0,0,0,0,0,0,0,8
6295,8,8,8,8,8,8,8,8
6296,4,4,4,4,4,4,4,4
6297,6,6,6,6,6,6,6,6
6298,3,3,3,3,3,3,3,3
6299,0,0,0,0,0,0,0,0
6300,7,7,7,7,7,7,7,7
6301,6,6,6,6,6,6,6,6
6302,6,6,6,6,6,6,6,6
6303,6,6,6,6,6,6,6,6
6304,9,9,9,9,9,9,9,9
6305,8,8,8,8,8,8,8,8
6306,2,2,2,2,2,2,2,2
6307,6,6,6,6,6,6,6,6
6308,5,5,5,5,5,5,5,5
6309,3,3,3,3,3,3,3,3
6310,4,4,4,4,4,4,7,7
6311,0,0,0,0,0,0,0,0
6312,9,9,9,9,9,9,9,9
6313,5,5,5,5,5,5,5,5
6314,8,8,8,8,8,8,8,8
6315,5,5,5,5,5,5,5,5
6316,1,1,1,1,1,1,1,1
6317,6,6,6,6,6,6,4,4
6318,9,9,9,9,9,9,9,9
6319,1,1,1,1,1,1,1,1
6320,1,1,1,1,1,1,1,1
6321,9,9,9,9,9,9,9,9
6322,7,7,7,7,7,7,7,7
6323,5,5,5,5,5,5,5,5
6324,8,8,8,8,8,8,8,8
6325,0,0,0,0,0,0,0,0
6326,6,6,6,6,6,6,6,3
6327,6,6,6,6,6,6,6,6
6328,7,7,7,7,7,7,7,7
6329,1,1,1,1,1,1,1,1
6330,0,0,0,0,0,0,0,0
6331,1,1,1,1,1,1,1,1
6332,9,8,9,9,9,9,8,8
6333,2,2,2,2,2,2,2,2
6334,9,9,9,9,9,9,9,9
6335,6,6,6,6,6,6,6,6
6336,5,5,5,5,5,5,3,3
6337,7,4,7,7,7,7,4,4
6338,9,9,9,9,9,9,9,9
6339,2,2,2,2,2,2,2,2
6340,5,5,5,5,5,5,5,5
6341,4,4,4,4,4,4,4,4
6342,4,4,4,4,4,4,4,4
6343,8,8,8,8,8,8,8,8
6344,2,2,2,2,2,2,2,2
6345,3,3,3,3,3,3,3,3
6346,6,6,6,6,6,6,6,6
6347,7,7,7,7,7,7,7,7
6348,0,0,0,0,0,0,0,0
6349,9,9,9,9,9,9,9,9
6350,9,9,9,9,9,9,9,9
6351,3,3,3,3,3,3,3,3
6352,6,6,6,6,6,6,6,6
6353,2,2,2,2,2,2,2,2
6354,1,1,1,1,1,1,1,1
6355,2,2,2,2,2,2,2,2
6356,3,6,3,3,3,3,6,6
6357,2,2,2,2,2,2,2,2
6358,0,0,0,0,0,0,0,0
6359,1,1,1,1,1,1,1,1
6360,8,8,8,8,8,8,8,8
6361,6,6,6,6,6,6,6,6
6362,7,7,7,7,7,7,7,7
6363,2,2,2,2,2,2,2,2
